Time (s),Elbow Flexion Angle Z (deg) (Smoothed),Shoulder Angle Z (deg) (Smoothed)
0.005,86.57179652080143,-5.012831108613091
0.01,86.49259431337758,-5.054109682467404
0.015,86.42037851100827,-5.090614559860645
0.02,86.35493914693335,-5.122481851999691
0.025,86.29606625439268,-5.149847670091417
0.03,86.24354986662617,-5.172848125342701
0.035,86.19718001687366,-5.1916193289604164
0.04,86.15674673837503,-5.20629739215144
0.045,86.12204006437017,-5.2170184261226495
0.05,86.09285002809894,-5.223918542080918
0.055,86.06896666280119,-5.2271338512331225
0.06,86.05018000171683,-5.226800464786139
0.065,86.03628007808571,-5.223054493946845
0.07,86.0270569251477,-5.216032049922113
0.075,86.0223005761427,-5.205869243918821
0.08,86.02180106431055,-5.192702187143846
0.085,86.02534842289114,-5.176666990804062
0.09,86.03273268512433,-5.157899766106345
0.095,86.04374388425,-5.136536624257571
0.1,86.05817205350803,-5.112713676464618
0.105,86.07580722613828,-5.086567033934359
0.11,86.09643943538063,-5.058232807873672
0.115,86.11985871447494,-5.027847109489432
0.12,86.1458550966611,-4.995546049988515
0.125,86.17421861517897,-4.961465740577796
0.13,86.20473930326682,-4.925742292464061
0.135,86.23136923599463,-4.890570816779448
0.14,86.2634852114414,-4.854501123015151
0.145,86.29834862850636,-4.816097483748124
0.15,86.336750841467,-4.776412913995696
0.155,86.37693498380318,-4.735253912206302
0.16,86.41829596593189,-4.6926964329882
0.165,86.46025605789319,-4.648965620965278
0.17,86.50228951957973,-4.604324222519108
0.175,86.54306578178276,-4.558347720446582
0.18,86.58317380461452,-4.512296038641786
0.185,86.62119790935077,-4.465384422750146
0.19,86.65782673673075,-4.418784999886663
0.195,86.6927075539633,-4.3727152843778185
0.2,86.72535947812922,-4.326851661645708
0.205,86.75563825001532,-4.281410817685483
0.21,86.78344012321743,-4.236546286439023
0.215,86.80789714149644,-4.191904405988731
0.22,86.82915786087852,-4.147593666221126
0.225,86.84742607306906,-4.103965280527226
0.23,86.86278773924498,-4.061112117375173
0.235,86.87537311150709,-4.019121230605373
0.24,86.88533110602565,-3.9780694296585795
0.245,86.89282984665397,-3.938034283675659
0.25,86.89894809848302,-3.8998230172823094
0.255,86.9035103603689,-3.862976051779128
0.26,86.90666094362106,-3.827515813042125
0.265,86.9085796733771,-3.793495260368225
0.27,86.9094842057561,-3.7609603735078214
0.275,86.90962719200722,-3.729937536750478
0.28,86.9092802532317,-3.7004295041789588
0.285,86.90915901152749,-3.6730442671407477
0.29,86.90897424630063,-3.6467726791093096
0.295,86.90948143332636,-3.6223436483271865
0.3,86.91085567056845,-3.599459669754625
0.305,86.91292328704898,-3.5773280998436423
0.31,86.91515066932267,-3.5557497270605674
0.315,86.91952681600776,-3.5357569544043357
0.32,86.92619591836568,-3.517347663367166
0.325,86.93443526920035,-3.4996302765633884
0.33,86.94590376225796,-3.4833805832521025
0.335,86.96050580760439,-3.4685015515639552
0.34,86.97743625223508,-3.4541664730797317
0.345,86.99903536886286,-3.4420282090193908
0.35,87.02415415298027,-3.4312606287797482
0.355,87.05171386894216,-3.4207872470496974
0.36,87.08269252984046,-3.4111446392896125
0.365,87.11540307368062,-3.401359525923511
0.37,87.15101166051159,-3.3921821692449914
0.375,87.18745191510399,-3.382404554349977
0.38,87.2261350449597,-3.373103105846047
0.385,87.26464658542494,-3.362611663684277
0.39,87.30473901786964,-3.3527002509682475
0.395,87.34403714466751,-3.3416874219120967
0.4,87.38289676549698,-3.3302663577883345
0.405,87.42107867675205,-3.3185819019682707
0.41,87.45842835398142,-3.3067815837277674
0.415,87.49482104917273,-3.2950121755871526
0.42,87.52981157443942,-3.28359550431487
0.425,87.56384195791357,-3.2728211529139326
0.43,87.59595578155623,-3.262124453101933
0.435,87.62814168384166,-3.252844297945532
0.44,87.65909263403307,-3.2441825366372345
0.445,87.69087165734051,-3.2374769999319866
0.45,87.72186155971653,-3.2318549217422206
0.455,87.75437128813621,-3.2284596770028147
0.46,87.78640163536944,-3.2261374934878995
0.465,87.81927011030659,-3.2255465265350804
0.47,87.85405370223394,-3.2276892799383288
0.475,87.88998861129188,-3.2314188051823884
0.48,87.92716919975369,-3.23678083625897
0.485,87.96495212801933,-3.243522829282595
0.49,88.00416618949298,-3.251740219710464
0.495,88.0440339917082,-3.2611333654215784
0.5,88.08534095222826,-3.2717358023963676
0.505,88.12783890461678,-3.283424570205378
0.51,88.17056542163866,-3.2953535488911916
0.515,88.2140497406493,-3.308016278964353
0.52,88.258338476521,-3.3211479662052863
0.525,88.30348826247312,-3.334566989965733
0.53,88.34955177467045,-3.34812712858722
0.535,88.39710247117546,-3.36174238148083
0.54,88.44599325012854,-3.375597711386377
0.545,88.49506496409714,-3.38843043081377
0.55,88.54498306643242,-3.401020780991577
0.555,88.59578709143865,-3.413304856508576
0.56,88.64802158825626,-3.4259477073092732
0.565,88.70176128337957,-3.4386643054202155
0.57,88.75678895105042,-3.4513881872748438
0.575,88.81290603411007,-3.4641415443157735
0.58,88.86986242270322,-3.4770039407460427
0.585,88.92826554621678,-3.490922701986388
0.59,88.98686136265655,-3.5048642447166873
0.595,89.04521623366158,-3.519175143264786
0.6,89.10171696980508,-3.5329365398989108
0.605,89.15602614781591,-3.5468120496499806
0.61,89.20786926317525,-3.5607098588868826
0.615,89.25691283381106,-3.5750551043058043
0.62,89.30210879974459,-3.589996259484857
0.625,89.34359364877854,-3.605613292713243
0.63,89.38066250651033,-3.6219803522162883
0.635,89.41260596162823,-3.639399560352373
0.64,89.43945901379249,-3.6577240750639173
0.645,89.4608256427082,-3.6771037670161704
0.65,89.47640620398933,-3.6975912054632465
0.655,89.48602092912465,-3.71923059412437
0.66,89.48954479829496,-3.742007056105389
0.665,89.48694874175915,-3.7659008627601263
0.67,89.4782477655196,-3.790845383134313
0.675,89.46400426283549,-3.8165786833223128
0.68,89.44400009739573,-3.8428062495186013
0.685,89.41965453577488,-3.870208518652669
