Time (s),Elbow Flexion Angle Z (deg) (Smoothed),Shoulder Angle Z (deg) (Smoothed)
0.005,103.3701292169826,-22.72597649303874
0.01,103.39586396944189,-22.7369264622088
0.015,103.41975615071694,-22.746944522886388
0.02,103.44187570136577,-22.756062311256052
0.025,103.4622925619465,-22.76431146350234
0.03,103.48107667301716,-22.771723615809808
0.035,103.49829797513581,-22.778330404362997
0.04,103.51402640886054,-22.784163465346463
0.045,103.5283319147494,-22.789254434944755
0.05,103.54128443336046,-22.79363494934242
0.055,103.55295390525178,-22.797336644724005
0.06,103.56341027098144,-22.800391157274067
0.065,103.57272347110748,-22.802830123177152
0.07,103.580963446188,-22.80468517861781
0.075,103.58820013678101,-22.80598795978059
0.08,103.59450348344463,-22.80677010285004
0.085,103.5999434267369,-22.807063244010713
0.09,103.60458990721588,-22.806899019447158
0.095,103.60851286543965,-22.806309065343925
0.1,103.61178224196627,-22.805325017885558
0.105,103.61446797735378,-22.803978513256617
0.11,103.61664001216029,-22.80230118764164
0.115,103.61836828694383,-22.800324677225184
0.12,103.6197227422625,-22.798080618191797
0.125,103.62077331867431,-22.79560064672603
0.13,103.62158995673542,-22.792916399012
0.135,103.62040639651889,-22.790258504155943
0.14,103.6208093954543,-22.78803864866658
0.145,103.62248537905529,-22.786462998028963
0.15,103.62372572424997,-22.78378822849851
0.155,103.62589893315618,-22.781400088336785
0.16,103.62755777027593,-22.778313248317758
0.165,103.63006566399946,-22.775566979999113
0.17,103.63224338036905,-22.772134252191005
0.175,103.63562073885961,-22.76929182087886
0.18,103.63880577136314,-22.765754553896596
0.185,103.64324319916447,-22.762734007564855
0.19,103.64760046659974,-22.759031488821506
0.195,103.65321656209456,-22.755882094724246
0.2,103.65938114113371,-22.75246995175385
0.205,103.66688448209274,-22.749685188792064
0.21,103.67454626378657,-22.74646098212827
0.215,103.68330983714043,-22.74370628100253
0.22,103.69222498810645,-22.74058830324539
0.225,103.70217261998941,-22.737954089559917
0.23,103.71254988787769,-22.73508925230426
0.235,103.72397041835404,-22.73263480259985
0.24,103.73576008516415,-22.729994362272773
0.245,103.7484228181819,-22.727627570272954
0.25,103.76130354028206,-22.725049536795414
0.255,103.77435939658683,-22.722190593217988
0.26,103.78821515775923,-22.72002251240075
0.265,103.80215943735784,-22.717702897007428
0.27,103.8161576706134,-22.715466044530583
0.275,103.83027776393378,-22.713555620738425
0.28,103.84501972864419,-22.712799329542698
0.285,103.86058273120369,-22.71323910167797
0.29,103.87656218713701,-22.714577922489315
0.295,103.89273539604321,-22.71673469614217
0.3,103.90887238668853,-22.71969627624591
0.305,103.92414922195093,-22.722828788873606
0.31,103.93879904414396,-22.726740304423217
0.315,103.952985209176,-22.73175882805909
0.32,103.9668676980206,-22.738056225508636
0.325,103.98046596751709,-22.745730542027697
0.33,103.99381614532405,-22.754823133026363
0.335,104.00694552537797,-22.76533585358628
0.34,104.01981465038646,-22.777247819882234
0.345,104.03235618020592,-22.790511123694326
0.35,104.04450775781811,-22.805064703616857
0.355,104.05556739676805,-22.82034126480737
0.36,104.06629248680406,-22.83694918118147
0.365,104.07583200072281,-22.854205723798515
0.37,104.08501562889109,-22.8727420371918
0.375,104.09272257582077,-22.89163404607082
0.38,104.10004840426535,-22.911709572130302
0.385,104.10563360438316,-22.931842114203736
0.39,104.11077897573925,-22.953051604792424
0.395,104.1140079050468,-22.97407208090739
0.4,104.11590717796354,-22.995490142471642
0.405,104.1175872839682,-23.018322659629447
0.41,104.11826059480198,-23.041679890823808
0.415,104.11870982355008,-23.06623747989718
0.42,104.11816890529597,-23.091028286030955
0.425,104.11755441799161,-23.116962825884627
0.43,104.11604079367397,-23.143037371174444
0.435,104.11463403474397,-23.170213182631098
0.44,104.11245235452473,-23.197443004371117
0.445,104.11055650184402,-23.225693961357685
0.45,104.10806525628921,-23.25388614691115
0.455,104.10601238985959,-23.282944594441105
0.46,104.10358003578588,-23.311785259008815
0.465,104.10171990305355,-23.34128369611951
0.47,104.0996488029154,-23.370400471131397
0.475,104.09831957688536,-23.39995138055177
0.48,104.09706713628647,-23.429017977756693
0.485,104.0967259960568,-23.458316260843507
0.49,104.09677444562533,-23.48716378400372
0.495,104.09796926317496,-23.5161302883413
0.5,104.09994097261345,-23.544788797027792
0.505,104.10344897958984,-23.57368426011869
0.51,104.10879091258946,-23.603110185960723
0.515,104.11544048562621,-23.632179908944256
0.52,104.12424738951987,-23.661828551042603
0.525,104.13605307028271,-23.69294626378808
0.53,104.15064146413083,-23.724924365217333
0.535,104.16729264535802,-23.756706940134087
0.54,104.1854200548124,-23.7880272826107
0.545,104.20425155722465,-23.81836123581462
0.55,104.22490826519086,-23.849042435841803
0.555,104.24636714308164,-23.879199499421954
0.56,104.27037230741153,-23.91072586241998
0.565,104.29563996919323,-23.942242508323623
0.57,104.32292140252126,-23.974554841558803
0.575,104.35077036852279,-24.006435894357285
0.58,104.37991530951803,-24.038775295023214
0.585,104.40890912591252,-24.07037209223266
0.59,104.43837794740338,-24.102143731454383
0.595,104.46686846813998,-24.13289841445966
0.6,104.49504367029631,-24.163540392760414
0.605,104.52144492513786,-24.1929006863118
0.61,104.547454075968,-24.22245086864888
0.615,104.57090713266237,-24.250427468345364
0.62,104.59339289677935,-24.278373704953214
0.625,104.613443339598,-24.305203279802022
0.63,104.63094303381531,-24.33084888898909
0.635,104.64565414844982,-24.3555044598967
0.64,104.65850528890599,-24.380008204035864
0.645,104.66789336111603,-24.403149380506452
0.65,104.67505270787358,-24.426126673310367
0.655,104.6793526920182,-24.448452895874862
0.66,104.68072101293146,-24.470225375432722
0.665,104.67910009286534,-24.491464678701206
0.67,104.67441534349389,-24.512193365647676
0.675,104.66663466895993,-24.532423135291385
0.68,104.655769145392,-24.552146721329567
0.685,104.64178823982223,-24.571359244829534
0.69,104.62473836326784,-24.590064028629854
0.695,104.60465231375368,-24.608260255044943
0.7,104.58157659289931,-24.6259516251779
0.705,104.55557786133122,-24.6431214342336
0.71,104.52677025526992,-24.659754442908767
0.715,104.49528387958756,-24.67582833812723
0.72,104.46124485265605,-24.691325504540963
0.725,104.42486167296904,-24.706269324333036
0.73,104.38630247570525,-24.720717058143542
0.735,104.34572812521034,-24.734764470315955
0.74,104.30341076807882,-24.748543020226485
0.745,104.25954626378653,-24.76218391356495
0.75,104.21431368773725,-24.775815452218147
0.755,104.16787555776826,-24.78954111531358
0.76,104.12036628235998,-24.80343897030463
0.765,104.07189193413015,-24.817558794083197
0.77,104.02250315975246,-24.831922786472603
0.775,103.97221513510866,-24.84654168610793
0.78,103.92022852159532,-24.86034516297037
0.785,103.86657253844734,-24.873623547531743
0.79,103.81124102470979,-24.886485546671025
0.795,103.75418621033121,-24.898936293007292
0.8,103.69631106027119,-24.91182029944005
0.805,103.63592745022338,-24.923011492898567
0.81,103.5745471924599,-24.934404267366848
0.815,103.51108575505476,-24.94503422048017
0.82,103.44659654805119,-24.955994484585815
0.825,103.37999415615106,-24.966237110692855
0.83,103.31239411991012,-24.976780726629794
0.835,103.24275116083973,-24.986512670728185
0.84,103.17283292939618,-24.996584744840856
0.845,103.10055258329551,-25.005372991460256
0.85,103.02790690615673,-25.01426707966158
0.855,102.9530345874179,-25.021748032797547
0.86,102.87783628168052,-25.029107080567595
0.865,102.80065489591865,-25.034965580193862
0.87,102.72326831864623,-25.040616315204847
0.875,102.6446651792773,-25.04507137647464
0.88,102.56486917030767,-25.048481267978406
0.885,102.48493764297974,-25.051846263788057
0.89,102.4037443203677,-25.054165625495
0.895,102.32136664476916,-25.055636958934038
0.9,102.23789619243729,-25.05644055810955
0.905,102.15334675756898,-25.056701053251007
0.91,102.06782969489487,-25.056503017055398
0.915,101.98141204557099,-25.05590783483157
0.92,101.89417071734161,-25.054962649210147
0.925,101.80623059185743,-25.053714210966923
0.93,101.71771752474379,-25.052197646605332
0.935,101.62878071303798,-25.050455283244894
0.94,101.53962095177499,-25.048524306325824
0.945,101.45043575845239,-25.04643125325554
0.95,101.36183730775137,-25.044967528142852
0.955,101.2734298149429,-25.042909866587657
0.96,101.18601722802134,-25.041156739676524
0.965,101.09913785816019,-25.03862726675528
0.97,101.01372039457098,-25.03641257333074
0.975,100.92915015062437,-25.033328997258803
0.98,100.84645267389784,-25.030596464245594
0.985,100.76476779768319,-25.02689344492466
0.99,100.68528083308603,-25.02350007021629
0.995,100.60689510294493,-25.01894726720829
1.0,100.53080840788954,-25.01455277809189
1.005,100.4563773969946,-25.00943413893812
1.01,100.38364364538076,-25.003524131916436
1.015,100.31252249201377,-24.996703581054586
1.02,100.24295964347812,-24.988909735214364
1.025,100.17492701080239,-24.980122068449543
1.03,100.10836631180584,-24.970347421232166
1.035,100.043282382385,-24.95964339396088
1.04,99.97969164873304,-24.94809634872769
1.045,99.91762866882411,-24.93583386713128
1.05,99.85717281251932,-24.923002072526646
1.055,99.79838703707706,-24.909757915241087
1.06,99.7419931368755,-24.89736361185936
1.065,99.68763881401425,-24.885199331807716
1.07,99.63457859067965,-24.872408231216536
1.075,99.58329165099812,-24.85953611406779
1.08,99.53410653695249,-24.84684804638789
1.085,99.48788953769996,-24.835160173502892
1.09,99.4436993884327,-24.823157765747332
1.095,99.4016185485496,-24.811540666832297
1.1,99.36167022582427,-24.7995849215153
1.105,99.32377720219974,-24.787853351151302
1.11,99.28771922806668,-24.775554406667855
1.115,99.25354501347519,-24.763393655574962
1.12,99.22083305623947,-24.75056097080294
1.125,99.1897152166508,-24.73785165915375
1.13,99.15900134317688,-24.72414898185642
1.135,99.12954325579098,-24.710565086411446
1.14,99.10021995514998,-24.696060381888127
1.145,99.07194345058588,-24.681715141905343
1.15,99.04365839996186,-24.66646985209131
1.155,99.01625942603269,-24.65135036580623
1.16,98.98879336111614,-24.635266936962985
1.165,98.96220446442535,-24.619220344741198
1.17,98.93557464268537,-24.602126517021432
1.175,98.90994323314041,-24.58499568053589
1.18,98.88442740039221,-24.56676697093885
1.185,98.86012311943456,-24.548469313007754
1.19,98.83615957552644,-24.52905776348228
1.195,98.81366052458532,-24.509567308432334
1.2,98.79173906543562,-24.488947960315734
1.205,98.77102985118387,-24.467305635461262
1.21,98.75115915196079,-24.44470364447619
1.215,98.73264075290305,-24.4212817640259
1.22,98.71509083557761,-24.39704563636729
1.225,98.69883166549451,-24.37204180615596
1.23,98.68357934947375,-24.34642610025095
1.235,98.66949314140562,-24.32019783687013
1.24,98.65637178871361,-24.29361810686492
1.245,98.64422624068308,-24.26667030963282
1.25,98.6329368343545,-24.239681913519664
1.255,98.62240512355697,-24.212609900563532
1.26,98.61264116740846,-24.185682953180812
1.265,98.60338399737064,-24.158886366621662
