Time (s),Elbow Flexion Angle Z (deg) (Smoothed),Shoulder Angle Z (deg) (Smoothed)
0.005,90.95522010207075,-1.6609746031474983
0.01,90.96739465228563,-1.6648963531688423
0.015,90.97866832269429,-1.6686935088148456
0.02,90.98907830035252,-1.6723735695326016
0.025,90.99866177231605,-1.6759440347692043
0.03,91.00745592564067,-1.6794124039717477
0.035,91.01549794738213,-1.682786176587325
0.04,91.02282502459619,-1.6860728520630308
0.045,91.0294743443386,-1.6892799298459582
0.05,91.03548309366514,-1.6924149093832015
0.055,91.04088845963155,-1.695485290121854
0.06,91.04572762929361,-1.6984985715090097
0.065,91.05003778970708,-1.7014622529917625
0.07,91.0538561279277,-1.704383834017206
0.075,91.05721983101125,-1.7072708140324342
0.08,91.0601660860135,-1.7101306924845407
0.085,91.06273207999018,-1.7129709688206194
0.09,91.06495499999708,-1.7157991424877639
0.095,91.06687203308995,-1.7186227129330682
0.1,91.06852036632455,-1.7214491796036262
0.105,91.06993718675663,-1.7242860419465313
0.11,91.07115968144197,-1.7271407994088777
0.115,91.07222503743633,-1.7300209514377587
0.12,91.07317044179545,-1.7329339974802687
0.125,91.07403308157511,-1.735887436983501
0.13,91.07485014382937,-1.738888769394517
0.135,91.07547921810058,-1.7418080559015725
0.14,91.07733315816718,-1.7454070518018194
0.145,91.07918381390118,-1.749050315975413
0.15,91.08064772927865,-1.7524128915716894
0.155,91.08267518176908,-1.7559248757615917
0.16,91.08474009830174,-1.7594430163763282
0.165,91.08654814831418,-1.7628403098597591
0.17,91.08965770232447,-1.7671177838682306
0.175,91.09296362544843,-1.7714694192393599
0.18,91.09594946204722,-1.7755100625155384
0.185,91.09956922466925,-1.7798187379102246
0.19,91.10344643366605,-1.7842015044508028
0.195,91.10718596344023,-1.788378649799508
0.2,91.11118092368848,-1.7926069322068108
0.205,91.1159281455961,-1.7972701687467096
0.21,91.1204338943107,-1.8015719767151799
0.215,91.12528190445813,-1.80597567374116
0.22,91.1304303404363,-1.8104418523635522
0.225,91.13527144442507,-1.8144749527735275
0.23,91.14039745860433,-1.8185452975151981
0.235,91.1457619266557,-1.8226097599039268
0.24,91.150913508798,-1.8262887870619595
0.245,91.15619450270499,-1.830050785295215
0.25,91.16163688192083,-1.8337641969240175
0.255,91.16697428480651,-1.837181593014529
0.26,91.17248164624166,-1.8408021592787707
0.265,91.17805370902903,-1.8443343611406473
0.27,91.18360918933436,-1.8476448882194032
0.275,91.18921254161866,-1.8511707422591326
0.28,91.19473218872281,-1.8544848100749378
0.285,91.20013255792708,-1.8576358164397475
0.29,91.20585577023088,-1.8612539665677237
0.295,91.21139100545705,-1.8647235833200848
0.3,91.21677272871239,-1.8680095410994226
0.305,91.22227117941343,-1.8716538571654717
0.31,91.22761012933302,-1.8751660388683415
0.315,91.23260990962248,-1.8784807766879978
0.32,91.23778115245925,-1.8820660332056993
0.325,91.24261096060891,-1.8854997710027046
0.33,91.24710236018763,-1.888664329429849
0.335,91.25169583229346,-1.892092516025242
0.34,91.25594298624937,-1.8952200425830346
0.345,91.2597793381486,-1.8982094799428841
0.35,91.2637783958849,-1.901185233187578
0.355,91.26718125891692,-1.9034851036263198
0.36,91.27042690887501,-1.9056441634011727
0.365,91.273740666831,-1.9076801254841194
0.37,91.27693140048297,-1.9096059059094974
0.375,91.27985475548535,-1.9112939844616728
0.38,91.28306420756807,-1.913087744229731
0.385,91.28607775713884,-1.914713785363165
0.39,91.28890521415939,-1.9162143980610746
0.395,91.29185640218176,-1.9177531454845722
0.4,91.294558479239,-1.9191816138530515
0.405,91.29731897438045,-1.920827513873437
0.41,91.2997145552543,-1.922421099232109
0.415,91.30162530521467,-1.923963919907549
0.42,91.3032400779162,-1.925585150286493
0.425,91.30417230514672,-1.927223607556193
0.43,91.30429025345813,-1.9289246465378236
0.435,91.30404036557844,-1.9311678171645645
0.44,91.30282144782265,-1.9336765856530922
0.445,91.30051784864715,-1.9365343942104774
0.45,91.29746095494625,-1.9401302126888118
0.455,91.29321207501692,-1.9443194489116031
0.46,91.28769861151834,-1.949199252304658
0.465,91.28149669301507,-1.9553623968832443
0.47,91.27404952320377,-1.9624743806201348
0.475,91.26533722847454,-1.9705939781195116
0.48,91.25587943101596,-1.9801784115155119
0.485,91.24523374481693,-1.990883002106465
0.49,91.2334144782424,-2.0026848010147074
0.495,91.22093404606952,-2.015941870030993
0.5,91.20742530974479,-2.030243327821656
0.505,91.192937325872,-2.045486841151516
0.51,91.17779031008456,-2.0617960332056957
0.515,91.1618424471658,-2.0788289925026215
0.52,91.14518146503711,-2.0964332625880138
0.525,91.12794387188663,-2.114555774536189
0.53,91.1102192665728,-2.132942041722309
0.535,91.09216144872869,-2.15151743663499
0.54,91.07390855964854,-2.1700372529388696
0.545,91.0554571202048,-2.1882614623207357
0.55,91.03712213413492,-2.2060792280685435
0.555,91.01898860902678,-2.2233205524473516
0.56,91.00132494733568,-2.2398304946883982
0.565,90.98418156696468,-2.2554287195632536
0.57,90.9678616797645,-2.2700009454347336
0.575,90.95249783686884,-2.2834889302135513
0.58,90.93833250809583,-2.2967742721239
0.585,90.92462075471525,-2.3088682821807525
0.59,90.91230219710353,-2.319457565063716
0.595,90.90182369702423,-2.3285614278918674
0.6,90.89354679381012,-2.3359004761149293
0.605,90.88762286348329,-2.3416065233640175
0.61,90.88374090919211,-2.345681954291105
0.615,90.8830679856831,-2.348954405082743
0.62,90.88529981652863,-2.350580634668917
0.625,90.89026375002656,-2.35030933022261
0.63,90.89723113320625,-2.3475760130466834
0.635,90.90662088155842,-2.3426200727082835
0.64,90.91868374821452,-2.3358065577928837
0.645,90.93340101247873,-2.3271486038188414
0.65,90.95078156922972,-2.316702964506513
0.655,90.97154656277431,-2.305126505017056
0.66,90.99438483544188,-2.291434059888062
0.665,91.02023388072035,-2.2764832512627255
0.67,91.04835885976857,-2.259940224693607
0.675,91.07851483159129,-2.2418436290742285
0.68,91.11047876961933,-2.222334076649485
0.685,91.14404217988906,-2.201619832612248
0.69,91.1790250515283,-2.179992271172578
0.695,91.21453053976133,-2.1573732256675844
0.7,91.25168304604686,-2.135150551994342
0.705,91.28927438673409,-2.1130763987858887
0.71,91.32781939794609,-2.0924030213594476
0.715,91.15766052685052,-1.5561023955242181
0.72,90.96609052299992,-0.9294612541620253
0.725,90.80464548460719,-0.3740140990735854
0.73,90.91066229132988,-0.581969259099856
0.735,91.10574186957626,-1.0004143837912352
0.74,91.32655436816061,-1.4633354981992528
0.745,91.55147741285019,-1.9237979639402567
0.75,91.77151656888995,-2.367823323518041
0.755,91.98269916192716,-2.7923962479330826
0.76,92.18399944052916,-3.197995647013461
0.765,92.16463058279739,-3.0633663188293596
0.77,92.33817717954928,-3.428786616457838
0.775,92.55855856304608,-3.9195921092209716
0.78,92.7844219325448,-4.426013106299039
0.785,93.00116320414779,-4.91701768012856
0.79,93.2048182858031,-5.384133430428673
0.795,93.3934190264767,-5.825279976896308
0.8,93.56605950757482,-6.239989058189194
0.805,93.72222230401415,-6.6281607905047535
0.81,93.86155495254526,-6.98969389317978
0.815,93.98378897143581,-7.324391270696816
0.82,94.0886981426515,-7.6319474547553385
0.825,94.17607377969875,-7.91196068359404
0.83,94.24573218192755,-8.163951713515438
0.835,94.29750683367504,-8.386105731273481
0.84,94.33232672087523,-8.578552473895055
